"  freq              ;  reS11        ; imS11         ";;;mag S11;mag S11 dB
62803750;-0.888341;-0.280037;0.931434621;-0.616952469
62805625;-0.891288;-0.277658;0.933535358;-0.59738457
62807500;-0.892977;-0.273062;0.933793756;-0.59498069
62809375;-0.895692;-0.272095;0.936108887;-0.573472637
62811250;-0.897308;-0.266125;0.935940256;-0.575037457
62813125;-0.895459;-0.265126;0.93388362;-0.594144834
62815000;-0.898249;-0.263168;0.936006764;-0.574420257
62816875;-0.898431;-0.260451;0.935421288;-0.57985502
62818750;-0.901227;-0.256948;0.937140534;-0.563905546
62820625;-0.901528;-0.252141;0.936123827;-0.573334016
62822500;-0.900614;-0.25109;0.934960836;-0.584131612
62824375;-0.903694;-0.249019;0.937375756;-0.561725662
62826250;-0.904326;-0.247124;0.937483752;-0.560725008
62828125;-0.904345;-0.242197;0.936215395;-0.572484433
62830000;-0.909096;-0.239293;0.94006206;-0.536869491
62831875;-0.90566;-0.238531;0.936545286;-0.569424351
62833750;-0.910026;-0.23485;0.939841393;-0.538908633
62835625;-0.910431;-0.228512;0.938670517;-0.549736454
62837500;-0.911968;-0.230112;0.940551522;-0.532348189
62839375;-0.911505;-0.228155;0.939625494;-0.540904168
62841250;-0.913361;-0.224549;0.940558648;-0.532282385
62843125;-0.914637;-0.224304;0.941739415;-0.521385048
62845000;-0.91605;-0.217822;0.94159122;-0.522751993
62846875;-0.914614;-0.21671;0.939937228;-0.538022977
62848750;-0.919825;-0.21618;0.944887201;-0.492400672
62850625;-0.916714;-0.210746;0.940626618;-0.531654715
62852500;-0.917278;-0.210727;0.941172034;-0.526619718
62854375;-0.920653;-0.209034;0.944085356;-0.499774775
62856250;-0.922175;-0.206534;0.945020118;-0.491178917
62858125;-0.922756;-0.205758;0.945417892;-0.487523661
62860000;-0.922157;-0.200828;0.94377191;-0.502659058
62861875;-0.920153;-0.199075;0.94144166;-0.524131751
62863750;-0.925123;-0.197167;0.945900307;-0.48309267
62865625;-0.925499;-0.197031;0.946239723;-0.479976483
62867500;-0.92476;-0.191773;0.94443525;-0.496556236
62869375;-0.922802;-0.190861;0.942332984;-0.515912146
62871250;-0.923757;-0.187221;0.942538433;-0.514018638
62873125;-0.926159;-0.187597;0.944967263;-0.491664737
62875000;-0.926632;-0.183856;0.944695661;-0.494161586
62876875;-0.925628;-0.181978;0.943346801;-0.50657238
62878750;-0.925507;-0.17912;0.942680848;-0.512706322
62880625;-0.929404;-0.178096;0.946313891;-0.479295696
62882500;-0.929791;-0.175106;0.946136045;-0.480928241
62884375;-0.931769;-0.174168;0.947907148;-0.464684034
62886250;-0.930608;-0.171257;0.946234754;-0.480022098
62888125;-0.930617;-0.168438;0.945737469;-0.484588087
62890000;-0.929365;-0.168013;0.944429813;-0.49660624
62891875;-0.933299;-0.166278;0.947995462;-0.463874829
62893750;-0.932466;-0.161565;0.946359388;-0.47887811
62895625;-0.934642;-0.161169;0.948436142;-0.459838098
62897500;-0.931941;-0.159882;0.94555607;-0.486254262
62899375;-0.934746;-0.157871;0.947983827;-0.463981433
62901250;-0.935252;-0.156104;0.948190256;-0.462090236
62903125;-0.934291;-0.153704;0.946849826;-0.474377929
62905000;-0.937303;-0.153215;0.949742992;-0.447878051
62906875;-0.935481;-0.147383;0.947019773;-0.472819066
62908750;-0.936251;-0.148123;0.947895753;-0.464788453
62910625;-0.938471;-0.146066;0.949770022;-0.44763085
62912500;-0.938245;-0.142232;0.9489645;-0.45500068
62914375;-0.938601;-0.142402;0.949341965;-0.451546419
62916250;-0.938446;-0.140592;0.948918861;-0.455418419
62918125;-0.939943;-0.136902;0.949860517;-0.446803291
62920000;-0.939056;-0.136754;0.948961447;-0.455028623
62921875;-0.940818;-0.137742;0.95084771;-0.437780702
62923750;-0.940641;-0.133017;0.949999481;-0.445532643
62925625;-0.939005;-0.132298;0.948279047;-0.461276909
62927500;-0.940274;-0.130277;0.949256178;-0.452331352
62929375;-0.940503;-0.127256;0.949073223;-0.454005591
62931250;-0.941406;-0.124035;0.949541962;-0.449716762
62933125;-0.939628;-0.125662;0.947993521;-0.463892612
62935000;-0.942945;-0.124092;0.951075232;-0.43570256
62936875;-0.941306;-0.121089;0.949062449;-0.454104197
62938750;-0.944423;-0.116177;0.951541853;-0.431442094
62940625;-0.940838;-0.116943;0.948077954;-0.463119039
62942500;-0.944765;-0.117081;0.951992051;-0.427333555
62944375;-0.944484;-0.112111;0.951114558;-0.435343416
62946250;-0.944322;-0.110915;0.950813429;-0.43809386
62948125;-0.944181;-0.110009;0.950568115;-0.44033515
62950000;-0.945192;-0.10906;0.951463084;-0.432161145
62951875;-0.945189;-0.104269;0.950922852;-0.437094317
62953750;-0.944459;-0.104672;0.950241564;-0.443319544
62955625;-0.944961;-0.103505;0.950612737;-0.439927416
62957500;-0.946821;-0.100579;0.952148172;-0.425909242
62959375;-0.944406;-0.0999141;0.949676535;-0.448485856
62961250;-0.94744;-0.097491;0.952442675;-0.42322308
62963125;-0.946232;-0.0960906;0.951098523;-0.435489851
62965000;-0.943036;-0.0958637;0.947895958;-0.464786577
62966875;-0.945779;-0.0927102;0.950312106;-0.442674768
62968750;-0.946452;-0.0919637;0.950909412;-0.437217077
62970625;-0.946771;-0.0901377;0.951052118;-0.435913657
62972500;-0.94603;-0.0898779;0.950289849;-0.442878194
62974375;-0.947294;-0.0873071;0.95130881;-0.433569625
62976250;-0.947769;-0.0875568;0.951804744;-0.429042699
62978125;-0.948283;-0.0850517;0.952089512;-0.426444374
62980000;-0.94682;-0.0827456;0.950428823;-0.441608036
62981875;-0.946349;-0.0805245;0.949768722;-0.447642738
62983750;-0.949675;-0.0766774;0.952765464;-0.420279873
62985625;-0.949918;-0.076396;0.952985076;-0.418278007
62987500;-0.950707;-0.0765303;0.953782306;-0.411014775
62989375;-0.949852;-0.0751929;0.95282359;-0.41974998
62991250;-0.949307;-0.0723861;0.952062775;-0.426688302
62993125;-0.947879;-0.0718061;0.950594927;-0.440090157
62995000;-0.949606;-0.0696665;0.952158063;-0.425819014
62996875;-0.949137;-0.069375;0.951669026;-0.430281307
62998750;-0.947773;-0.0670591;0.950142401;-0.444226012
63000625;-0.954662;-0.0630799;0.956743753;-0.3840873
63002500;-0.953897;-0.0634192;0.956002867;-0.390816107
63004375;-0.949236;-0.063167;0.951335405;-0.4333268
63006250;-0.951978;-0.062722;0.954042013;-0.408650002
63008125;-0.95191;-0.0594994;0.953767701;-0.411147781
63010000;-0.950628;-0.0578823;0.952388553;-0.423716667
63011875;-0.950155;-0.0558788;0.951796703;-0.429116076
63013750;-0.951009;-0.0542536;0.952555285;-0.42219618
63015625;-0.952443;-0.0532797;0.95393207;-0.409651008
63017500;-0.952586;-0.0523399;0.954022826;-0.408824684
63019375;-0.952027;-0.0500706;0.953342789;-0.415018279
63021250;-0.952848;-0.0479527;0.954053862;-0.408542118
63023125;-0.951845;-0.04717;0.953013071;-0.418022858
63025000;-0.952294;-0.047956;0.953500729;-0.413579411
63026875;-0.952687;-0.0431275;0.953662677;-0.412104277
63028750;-0.953508;-0.0426599;0.954461824;-0.404828753
63030625;-0.951525;-0.0413104;0.952421322;-0.42341781
63032500;-0.953551;-0.038866;0.954342745;-0.405912471
63034375;-0.952724;-0.0380896;0.953485101;-0.413721776
63036250;-0.952818;-0.0369221;0.953533105;-0.413284487
63038125;-0.954261;-0.0363776;0.954954128;-0.400349795
63040000;-0.952287;-0.0346291;0.952916421;-0.418903784
63041875;-0.955429;-0.0341258;0.956038255;-0.390494593
63043750;-0.954564;-0.030163;0.955040437;-0.399564793
63045625;-0.953572;-0.0288531;0.954008417;-0.408955868
63047500;-0.950168;-0.0284572;0.950594046;-0.440098204
63049375;-0.953077;-0.0275841;0.953476088;-0.41380388
63051250;-0.953336;-0.0253499;0.953672977;-0.412010468
63053125;-0.95418;-0.0249019;0.954504886;-0.404436885
63055000;-0.954023;-0.0244837;0.954337119;-0.405963682
63056875;-0.952786;-0.020158;0.952999217;-0.418149128
63058750;-0.952435;-0.0198748;0.952642345;-0.421402362
63060625;-0.954325;-0.0172349;0.954480617;-0.404657735
63062500;-0.954219;-0.0177817;0.954384665;-0.40553095
63064375;-0.952677;-0.0162978;0.952816396;-0.419815562
63066250;-0.953901;-0.0150661;0.954019971;-0.408850677
63068125;-0.954627;-0.0123719;0.954707166;-0.402596351
63070000;-0.952636;-0.0123434;0.952715964;-0.420731151
63071875;-0.95514;-0.0105445;0.955198203;-0.398130069
63073750;-0.955157;-0.00943705;0.955203618;-0.398080821
63075625;-0.953509;-0.00874988;0.953549146;-0.413138371
63077500;-0.955388;-0.00604114;0.9554071;-0.396230716
63079375;-0.954213;-0.00460564;0.954224115;-0.406992246
63081250;-0.955475;-0.00314601;0.955480179;-0.395566353
63083125;-0.952563;-0.00317649;0.952568296;-0.422077539
63085000;-0.953648;-0.00122363;0.953648785;-0.412230804
63086875;-0.954047;-0.0021341;0.954049387;-0.408582865
63088750;-0.954981;0.00186292;0.954982817;-0.400088852
63090625;-0.955498;0.00252454;0.955501335;-0.395374036
63092500;-0.954017;0.00400415;0.954025403;-0.408801222
63094375;-0.956698;0.00677151;0.956721964;-0.384285111
63096250;-0.952438;0.00848327;0.952475779;-0.422921188
63098125;-0.953805;0.00784447;0.953837257;-0.410514355
63100000;-0.955406;0.0103024;0.955461545;-0.39573575
63101875;-0.953735;0.0132268;0.953826713;-0.410610376
63103750;-0.953261;0.0126573;0.953345027;-0.414997887
63105625;-0.954165;0.0124197;0.954245826;-0.406794622
63107500;-0.962446;0.0136256;0.962542446;-0.331602202
63109375;-0.958046;0.01652;0.95818842;-0.370981639
63111250;-0.953078;0.0168082;0.953226201;-0.41608058
63113125;-0.959825;0.0166689;0.95996973;-0.354849219
63115000;-0.9561;0.0199475;0.956308064;-0.388043643
63116875;-0.957348;0.0225789;0.957614223;-0.376188245
63118750;-0.951459;0.0242223;0.951767276;-0.429384623
63120625;-0.956827;0.0229329;0.957101784;-0.380837481
63122500;-0.956051;0.0254123;0.956388676;-0.387311495
63124375;-0.955011;0.0268031;0.955387051;-0.39641299
63126250;-0.956653;0.0283826;0.957073944;-0.381090142
63128125;-0.956084;0.0315863;0.956605619;-0.385341453
63130000;-0.955211;0.0317332;0.955737961;-0.393223276
63131875;-0.954928;0.0316632;0.955452795;-0.395815296
63133750;-0.95624;0.0339791;0.956843517;-0.383181622
63135625;-0.95487;0.0350971;0.955514795;-0.395251681
63137500;-0.953984;0.0356465;0.95464975;-0.403118737
63139375;-0.954822;0.0375087;0.955558452;-0.39485484
63141250;-0.954834;0.0385108;0.955610302;-0.394383539
63143125;-0.955628;0.0401148;0.956469587;-0.386576691
63145000;-0.961102;0.0420216;0.962020202;-0.336316156
63146875;-0.958007;0.0449726;0.959062014;-0.363066199
63148750;-0.95393;0.0430966;0.954903012;-0.400814738
63150625;-0.955862;0.0454737;0.95694306;-0.382278055
63152500;-0.956836;0.0455538;0.957919767;-0.373417299
63154375;-0.955194;0.0478832;0.956393422;-0.387268388
63156250;-0.952237;0.0481455;0.953453351;-0.414011007
63158125;-0.956582;0.0498143;0.957878169;-0.37379449
63160000;-0.95634;0.0514936;0.957725319;-0.375180624
63161875;-0.951218;0.0522602;0.952652514;-0.421309644
63163750;-0.955322;0.0553976;0.956926861;-0.382425089
63165625;-0.957141;0.0554181;0.958744001;-0.365946808
63167500;-0.953776;0.0552238;0.955373396;-0.396537129
63169375;-0.954363;0.0572955;0.95608133;-0.390103247
63171250;-0.954904;0.0593046;0.956743793;-0.384086936
63173125;-0.954868;0.0617667;0.956863638;-0.382998972
63175000;-0.956895;0.0616687;0.958880112;-0.364713777
63176875;-0.956082;0.0639105;0.958215708;-0.370734282
63178750;-0.952345;0.0637048;0.954473311;-0.404724221
63180625;-0.952968;0.0658741;0.955242067;-0.397731209
63182500;-0.954224;0.065407;0.956463025;-0.386636288
63184375;-0.954496;0.0701475;0.957070157;-0.38112451
63186250;-0.950849;0.0686672;0.953325236;-0.41517821
63188125;-0.95597;0.0700827;0.958535459;-0.367836336
63190000;-0.952814;0.0708969;0.955448004;-0.395858847
63191875;-0.953334;0.0734399;0.95615853;-0.389401925
63193750;-0.952422;0.0742426;0.955311274;-0.397101941
63195625;-0.953604;0.0755413;0.956591384;-0.385470698
63197500;-0.953112;0.0751657;0.956071319;-0.390194199
63199375;-0.953279;0.0793402;0.956574994;-0.385619526
63201250;-0.948985;0.0791538;0.952280344;-0.424703593
63203125;-0.953964;0.0822718;0.957505072;-0.37717834
63205000;-0.950575;0.0809261;0.954013556;-0.408909087
63206875;-0.951246;0.0835867;0.954911351;-0.400738881
63208750;-0.953576;0.0825638;0.957143651;-0.380457541
63210625;-0.953001;0.0878411;0.957040733;-0.381391552
63212500;-0.95156;0.0860222;0.955440345;-0.395928479
63214375;-0.950976;0.0883825;0.955074248;-0.399257298
63216250;-0.95277;0.0882442;0.9568478;-0.38314275
63218125;-0.952929;0.0906349;0.957229525;-0.379678285
63220000;-0.952106;0.0898331;0.956334576;-0.387802844
63221875;-0.952052;0.0939644;0.956677751;-0.384686522
63223750;-0.950353;0.0922782;0.954822544;-0.40154671
63225625;-0.951873;0.0958246;0.95668415;-0.384628428
63227500;-0.950597;0.0971986;0.95555336;-0.394901119
63229375;-0.950823;0.0972413;0.955782532;-0.392818223
63231250;-0.951276;0.0998972;0.956506915;-0.386237717
63233125;-0.954007;0.0984915;0.959077646;-0.362924624
63235000;-0.950579;0.101838;0.956018522;-0.390673876
63236875;-0.949564;0.101697;0.954994277;-0.399984616
63238750;-0.951772;0.102034;0.957225615;-0.379713771
63240625;-0.948925;0.104983;0.954714662;-0.402528154
63242500;-0.950278;0.105517;0.956118253;-0.38976781
63244375;-0.948443;0.106926;0.954451305;-0.404924478
63246250;-0.951145;0.107348;0.957183579;-0.38009521
63248125;-0.950006;0.111339;0.956508114;-0.386226827
63250000;-0.951909;0.111116;0.958372323;-0.369314736
63251875;-0.949818;0.110409;0.956213564;-0.388902
63253750;-0.949199;0.113141;0.955918212;-0.391585287
63255625;-0.947885;0.113611;0.954669279;-0.402941052
63257500;-0.948758;0.115218;0.955728481;-0.393309431
63259375;-0.947245;0.115641;0.954277701;-0.406504487
63261250;-0.948239;0.117225;0.955457431;-0.395773154
63263125;-0.948171;0.117999;0.955485222;-0.395520512
63265000;-0.946401;0.119967;0.953974284;-0.409266649
63266875;-0.950211;0.120781;0.957856458;-0.373991365
63268750;-0.948814;0.121664;0.956582529;-0.385551103
63270625;-0.948031;0.124178;0.956129151;-0.389668815
63272500;-0.946057;0.123759;0.954117465;-0.407963086
63274375;-0.949185;0.123702;0.957211758;-0.37983951
63276250;-0.947125;0.130537;0.956078278;-0.390130975
63278125;-0.947469;0.127255;0.955976642;-0.391054375
63280000;-0.949235;0.129224;0.957990567;-0.37277534
63281875;-0.94835;0.129931;0.957209375;-0.379861132
63283750;-0.946267;0.132328;0.955474717;-0.395616008
63285625;-0.946348;0.13322;0.955678872;-0.393760308
63287500;-0.947227;0.133309;0.956561696;-0.385740271
63289375;-0.946828;0.136085;0.956557572;-0.385777721
63291250;-0.946022;0.136808;0.955862989;-0.392087081
63293125;-0.94538;0.138322;0.955445613;-0.395880583
63295000;-0.94544;0.139572;0.955686736;-0.393688833
63296875;-0.94532;0.140071;0.955641035;-0.394104202
63298750;-0.947808;0.141745;0.958348397;-0.369531586
63300625;-0.945783;0.141158;0.95625889;-0.38849029
63302500;-0.945356;0.144354;0.956313779;-0.387991733
63304375;-0.944353;0.145281;0.955462798;-0.395724364
63306250;-0.946748;0.145087;0.957800612;-0.374497792
63308125;-0.945406;0.147364;0.956822164;-0.383375464
63310000;-0.944792;0.148051;0.95632161;-0.387920607
63311875;-0.943253;0.14914;0.95497066;-0.400199424
63313750;-0.943271;0.149683;0.95507339;-0.399265101
63315625;-0.944078;0.152318;0.956286591;-0.388238681
63317500;-0.946477;0.153623;0.958863253;-0.364866496
63319375;-0.945516;0.152913;0.957801071;-0.374493632
63321250;-0.944348;0.157007;0.957310996;-0.378939052
63323125;-0.943657;0.15757;0.956721923;-0.384285481
63325000;-0.943093;0.156845;0.956046422;-0.390420392
63326875;-0.942706;0.158977;0.956016887;-0.390688723
63328750;-0.940478;0.156091;0.953343206;-0.41501448
63330625;-0.943112;0.160776;0.956717914;-0.384321882
63332500;-0.942888;0.160714;0.956486681;-0.386421465
63334375;-0.942035;0.164381;0.956269342;-0.38839535
63336250;-0.939905;0.162739;0.953889612;-0.410037618
63338125;-0.940176;0.166725;0.954844561;-0.401346423
63340000;-0.942375;0.167537;0.957151653;-0.380384925
63341875;-0.940565;0.167693;0.955397018;-0.396322374
63343750;-0.940764;0.169321;0.955879964;-0.391932833
63345625;-0.941461;0.169715;0.95663577;-0.385067688
63347500;-0.941131;0.172736;0.956851757;-0.383106827
63349375;-0.936399;0.172485;0.952152384;-0.425870817
63351250;-0.940748;0.174444;0.956784986;-0.38371297
63353125;-0.939701;0.175714;0.955988169;-0.390949648
63355000;-0.940981;0.175343;0.957178359;-0.380142584
63356875;-0.939015;0.17714;0.955577182;-0.394684589
63358750;-0.940908;0.178223;0.957638398;-0.375968967
63360625;-0.937215;0.176758;0.953737567;-0.41142221
63362500;-0.939453;0.180122;0.956564621;-0.385713715
63364375;-0.939387;0.183819;0.957202884;-0.379920034
63366250;-0.938305;0.183181;0.956018594;-0.390673219
63368125;-0.933248;0.182945;0.951010359;-0.43629505
63370000;-0.939081;0.183763;0.956891825;-0.382743114
63371875;-0.938442;0.186602;0.956814347;-0.383446429
63373750;-0.938386;0.187079;0.956852568;-0.383099463
63375625;-0.938204;0.188295;0.956912615;-0.382554402
63377500;-0.936826;0.189646;0.955828729;-0.392398402
63379375;-0.9347;0.189311;0.953678533;-0.41195986
63381250;-0.934786;0.192807;0.954462888;-0.404819067
63383125;-0.936232;0.192656;0.955848676;-0.392217138
63385000;-0.933463;0.192405;0.953085965;-0.417358517
63386875;-0.938186;0.193532;0.957939249;-0.373240642
63388750;-0.936513;0.19528;0.956656092;-0.384883175
63390625;-0.934708;0.196903;0.955222402;-0.397910022
63392500;-0.934076;0.197912;0.954812617;-0.401637017
63394375;-0.936073;0.198025;0.956789717;-0.38367002
63396250;-0.934837;0.200434;0.956082635;-0.390091394
63398125;-0.935198;0.200657;0.956482374;-0.386460579
63400000;-0.934426;0.204539;0.95655013;-0.385845295
63401875;-0.934582;0.20364;0.956510724;-0.386203133
63403750;-0.934906;0.205862;0.957302665;-0.379014644
63405625;-0.934452;0.205604;0.956803817;-0.383542012
63407500;-0.932913;0.205865;0.955357035;-0.396685883
63409375;-0.934979;0.207685;0.957767607;-0.374797106
63411250;-0.933759;0.208912;0.956843819;-0.383178885
63413125;-0.933311;0.2109;0.956842846;-0.383187713
63415000;-0.93107;0.212084;0.954919352;-0.400666111
63416875;-0.934346;0.211556;0.957997071;-0.372716371
63418750;-0.931549;0.213821;0.955773488;-0.392900413
63420625;-0.931339;0.214443;0.955708184;-0.393493899
63422500;-0.933168;0.214305;0.957459738;-0.377589592
63424375;-0.931844;0.215376;0.956409986;-0.387117958
63426250;-0.929469;0.217055;0.954476555;-0.404694692
63428125;-0.931662;0.218486;0.956937937;-0.382324561
63430000;-0.930696;0.220404;0.956437644;-0.386866777
63431875;-0.930832;0.223611;0.957313998;-0.378911811
63433750;-0.930368;0.222507;0.956605447;-0.385343014
63435625;-0.929229;0.223791;0.955797545;-0.392681791
63437500;-0.929277;0.225519;0.956250261;-0.388568664
63439375;-0.928303;0.22566;0.955337059;-0.396867504
63441250;-0.930438;0.225426;0.957356649;-0.378524843
63443125;-0.928325;0.228289;0.955982831;-0.390998148
63445000;-0.926023;0.228077;0.953696867;-0.41179288
63446875;-0.927529;0.229331;0.955459446;-0.39575483
63448750;-0.928406;0.230607;0.95661763;-0.385232395
63450625;-0.925918;0.231425;0.954401212;-0.405380357
63452500;-0.92839;0.234094;0.957448689;-0.377689819
63454375;-0.927769;0.234012;0.956826491;-0.383336185
63456250;-0.923933;0.234518;0.953231809;-0.416029481
63458125;-0.926552;0.237265;0.956448268;-0.386770301
63460000;-0.926591;0.239657;0.957082211;-0.381015114
63461875;-0.924868;0.237423;0.954856271;-0.401239906
63463750;-0.924989;0.240785;0.95581487;-0.392524342
63465625;-0.925582;0.240556;0.956331129;-0.387834152
63467500;-0.925426;0.244614;0.957209115;-0.379863487
63469375;-0.925654;0.242077;0.956784512;-0.383717273
63471250;-0.923847;0.244105;0.955552474;-0.394909176
63473125;-0.924331;0.244834;0.956206821;-0.38896325
63475000;-0.921624;0.246478;0.954013733;-0.408907476
63476875;-0.925478;0.246644;0.957780137;-0.374683475
63478750;-0.922194;0.248029;0.954966051;-0.400241346
63480625;-0.921637;0.24807;0.954438832;-0.405037985
63482500;-0.923265;0.249934;0.956496348;-0.386333672
63484375;-0.922434;0.252968;0.956492182;-0.386371512
63486250;-0.921078;0.252836;0.955149583;-0.398572196
63488125;-0.921621;0.253434;0.955831607;-0.392372255
63490000;-0.921425;0.254621;0.955958098;-0.391222874
63491875;-0.921588;0.256265;0.956554333;-0.385807134
63493750;-0.920356;0.258398;0.955941783;-0.391371107
63495625;-0.919922;0.256027;0.954885496;-0.400974063
63497500;-0.919422;0.258211;0.954992008;-0.400005261
63499375;-0.918889;0.260975;0.95523031;-0.397838113
63501250;-0.920263;0.259928;0.956266989;-0.388416722
63503125;-0.919319;0.263562;0.956353675;-0.387629379
63505000;-0.91545;0.262538;0.9523523;-0.424047297
63506875;-0.918708;0.263044;0.955623637;-0.394262335
63508750;-0.916643;0.265363;0.954280835;-0.406475966
63510625;-0.917409;0.266734;0.955398503;-0.396308868
63512500;-0.917039;0.267223;0.955179909;-0.398296416
63514375;-0.918458;0.267871;0.95672356;-0.384270621
63516250;-0.915102;0.269211;0.953879569;-0.41012906
63518125;-0.918207;0.270887;0.957331636;-0.378751781
63520000;-0.916519;0.273099;0.956342063;-0.387734844
63521875;-0.916073;0.274022;0.956178748;-0.389218264
63523750;-0.91781;0.274825;0.958073054;-0.372027486
63525625;-0.916845;0.27528;0.957279391;-0.379225816
63527500;-0.914535;0.277504;0.955710592;-0.393472012
63529375;-0.91488;0.27599;0.955602373;-0.394455613
63531250;-0.915868;0.278692;0.957331408;-0.378753854
63533125;-0.914383;0.279634;0.956185884;-0.389153441
63535000;-0.913232;0.279391;0.955014145;-0.39980392
63536875;-0.916067;0.279964;0.957892786;-0.373661948
63538750;-0.914026;0.283192;0.956891445;-0.382746563
63540625;-0.910392;0.28028;0.952559957;-0.422153578
63542500;-0.912836;0.28539;0.956408393;-0.387132424
63544375;-0.911636;0.285778;0.955379119;-0.396485096
63546250;-0.911981;0.287626;0.956262548;-0.388457063
63548125;-0.909046;0.287367;0.953385768;-0.414626708
63550000;-0.911322;0.289383;0.956164373;-0.389348845
63551875;-0.911907;0.291594;0.957393042;-0.37819466
63553750;-0.908026;0.290532;0.953372991;-0.414743117
63555625;-0.910881;0.29202;0.956545805;-0.385884574
63557500;-0.909954;0.291594;0.955533015;-0.395086056
63559375;-0.90965;0.294767;0.956216872;-0.388871951
63561250;-0.910274;0.294653;0.956775389;-0.383800088
63563125;-0.908619;0.294253;0.955077649;-0.399226368
63565000;-0.906408;0.297105;0.953858922;-0.410317073
63566875;-0.90854;0.299786;0.956721787;-0.38428672
63568750;-0.908191;0.301533;0.956939414;-0.382311148
63570625;-0.908343;0.299774;0.956530949;-0.386019471
63572500;-0.908212;0.300682;0.95669154;-0.384561333
63574375;-0.907764;0.303528;0.957164942;-0.380264331
63576250;-0.906571;0.303402;0.955993594;-0.390900358
63578125;-0.906513;0.304543;0.956301343;-0.388104689
63580000;-0.906671;0.305656;0.956806089;-0.383521388
63581875;-0.905368;0.306645;0.955888263;-0.391857418
63583750;-0.905636;0.30815;0.956625834;-0.385157897
63585625;-0.905156;0.30835;0.956235905;-0.388699063
63587500;-0.902821;0.308685;0.954134261;-0.407810189
63589375;-0.904552;0.311191;0.956584633;-0.385532006
63591250;-0.904022;0.311571;0.956207229;-0.388959548
63593125;-0.903133;0.314873;0.956448755;-0.386765872
63595000;-0.902814;0.314124;0.955901149;-0.391740331
63596875;-0.902606;0.31568;0.956217263;-0.388868403
63598750;-0.901386;0.316978;0.955495564;-0.395426494
63600625;-0.9028;0.317653;0.95705343;-0.381276316
63602500;-0.901273;0.319206;0.956130478;-0.389656757
63604375;-0.900602;0.31778;0.95502256;-0.39972738
63606250;-0.897746;0.319336;0.952850125;-0.419508091
63608125;-0.900709;0.321539;0.956380694;-0.38738399
63610000;-0.899898;0.321946;0.955753963;-0.393077853
63611875;-0.898893;0.322732;0.95507307;-0.399268008
63613750;-0.899472;0.3247;0.95628446;-0.388258031
63615625;-0.898914;0.323981;0.955515603;-0.395244335
63617500;-0.896576;0.327003;0.954347676;-0.405867599
63619375;-0.898195;0.32781;0.956145206;-0.389522966
63621250;-0.898072;0.328083;0.956123304;-0.38972193
63623125;-0.895798;0.329376;0.954433133;-0.405089848
63625000;-0.895191;0.331232;0.954505927;-0.404427412
63626875;-0.897159;0.328823;0.955520192;-0.395202624
63628750;-0.896928;0.334687;0.957337571;-0.378697933
63630625;-0.895961;0.334051;0.956209278;-0.38894093
63632500;-0.896336;0.333085;0.956223741;-0.388809561
63634375;-0.894068;0.335023;0.954776413;-0.401966367
63636250;-0.894845;0.337347;0.956321375;-0.387922741
63638125;-0.894554;0.336407;0.955717808;-0.393406433
63640000;-0.894063;0.34039;0.956668177;-0.384773451
63641875;-0.893163;0.339457;0.955495264;-0.395429225
63643750;-0.892369;0.340943;0.955282451;-0.397364007
63645625;-0.892331;0.343231;0.956065967;-0.390242823
63647500;-0.892484;0.34263;0.955993205;-0.390903896
63649375;-0.890315;0.342706;0.953995913;-0.409069719
63651250;-0.891479;0.343101;0.955224112;-0.397894473
63653125;-0.891342;0.348275;0.956967103;-0.382059826
63655000;-0.891814;0.346573;0.956788929;-0.38367717
63656875;-0.888736;0.34752;0.954265072;-0.406619436
63658750;-0.891493;0.349739;0.957641445;-0.375941334
63660625;-0.889185;0.348742;0.955128759;-0.398761559
63662500;-0.890246;0.351515;0.957131514;-0.380567681
63664375;-0.889878;0.352633;0.957200547;-0.379941236
63666250;-0.886395;0.352865;0.954049162;-0.408584908
63668125;-0.88792;0.353475;0.955691635;-0.393644302
63670000;-0.888848;0.355854;0.957435552;-0.377809001
63671875;-0.88706;0.35745;0.956371239;-0.387469862
63673750;-0.883701;0.356001;0.952714107;-0.420748083
63675625;-0.885935;0.357384;0.955303171;-0.397175617
63677500;-0.885028;0.358021;0.954700789;-0.402654367
63679375;-0.885056;0.358585;0.954938388;-0.400492956
63681250;-0.885223;0.361166;0.956065186;-0.39024992
63683125;-0.885529;0.359786;0.955828215;-0.392403079
63685000;-0.884545;0.364648;0.956759124;-0.383947752
63686875;-0.883018;0.363299;0.954833468;-0.401447337
63688750;-0.883688;0.364567;0.95593597;-0.391423928
63690625;-0.88418;0.369002;0.958090157;-0.371872434
63692500;-0.884287;0.366521;0.9572362;-0.379617723
63694375;-0.882106;0.366533;0.955226379;-0.397873855
63696250;-0.881927;0.370317;0.956519688;-0.386121728
63698125;-0.879147;0.368877;0.953399019;-0.414505989
63700000;-0.880976;0.370668;0.955778991;-0.392850403
63701875;-0.88051;0.371888;0.95582349;-0.392446009
63703750;-0.87703;0.371458;0.952450874;-0.42314831
63705625;-0.878945;0.373419;0.954979614;-0.400117987
63707500;-0.879524;0.375362;0.956273547;-0.388357151
63709375;-0.875762;0.374568;0.952502109;-0.422681083
63711250;-0.879471;0.376045;0.956493116;-0.386363022
63713125;-0.877177;0.376568;0.954590461;-0.403658196
63715000;-0.875932;0.378702;0.954291399;-0.406379812
63716875;-0.878819;0.37793;0.956636775;-0.385058558
